Product_Category,Price,Customer_Tenure_Months,Previous_Returns,Day_of_Week,Order_Hour,Delivery_Speed,Return
Books,297.26,111.0,3.0,Thu,16.0,SameDay,0
Electronics,87.59,99.0,,Mon,4.0,Standard,0
Clothing,284.47,56.0,3.0,Thu,21.0,Expedited,0
Books,472.78,65.0,3.0,Mon,15.0,SameDay,1
Toys,152.73,95.0,0.0,Thu,4.0,Expedited,0
Clothing,146.28,87.0,2.0,Tue,22.0,SameDay,1
Books,,114.0,4.0,Tue,1.0,SameDay,0
Electronics,343.52,72.0,7.0,Wed,18.0,SameDay,1
Toys,457.05,48.0,3.0,Mon,18.0,SameDay,1
Toys,254.09,112.0,9.0,Wed,14.0,Expedited,0
Books,338.51,78.0,1.0,Fri,17.0,Expedited,0
Electronics,109.13,72.0,3.0,Thu,17.0,SameDay,0
Toys,189.18,110.0,0.0,Sat,19.0,SameDay,0
Books,,14.0,3.0,Wed,3.0,SameDay,1
Toys,223.56,28.0,0.0,Mon,8.0,Standard,0
Electronics,30.32,6.0,4.0,Tue,19.0,Standard,0
Home,356.66,72.0,7.0,Mon,14.0,Expedited,1
Home,339.8,15.0,3.0,Sat,21.0,SameDay,1
Clothing,22.99,57.0,1.0,Sat,21.0,Expedited,0
Books,95.55,82.0,7.0,Tue,11.0,Standard,0
Books,306.55,95.0,1.0,Fri,18.0,Expedited,0
Clothing,182.97,77.0,2.0,Sat,22.0,Standard,0
Home,222.73,62.0,4.0,Wed,,SameDay,0
Toys,391.33,,1.0,Wed,2.0,Expedited,0
Clothing,497.89,49.0,0.0,Thu,19.0,Standard,0
Electronics,99.69,105.0,9.0,Thu,13.0,Expedited,0
Books,281.77,33.0,4.0,Mon,6.0,Standard,0
Clothing,407.51,55.0,7.0,Wed,21.0,Expedited,1
Toys,,,6.0,Tue,10.0,Expedited,0
Electronics,236.89,107.0,9.0,Fri,21.0,Expedited,0
Clothing,487.89,54.0,3.0,Thu,22.0,Expedited,1
Books,143.48,118.0,0.0,Fri,4.0,Expedited,0
Electronics,481.58,32.0,9.0,Wed,9.0,Standard,1
Toys,368.4,66.0,1.0,Fri,22.0,SameDay,0
Home,288.06,78.0,8.0,Sat,10.0,SameDay,0
Electronics,314.7,34.0,5.0,Wed,13.0,Expedited,1
Home,398.53,79.0,0.0,Fri,6.0,Standard,0
Home,474.58,,4.0,Tue,10.0,Expedited,1
Toys,129.85,1.0,4.0,Thu,5.0,SameDay,1
Clothing,95.49,5.0,1.0,Sat,18.0,Standard,0
Clothing,383.03,77.0,8.0,Tue,5.0,SameDay,1
Clothing,,35.0,1.0,Sun,4.0,Standard,0
Books,270.9,43.0,2.0,Sun,9.0,Standard,0
Books,217.58,72.0,0.0,Mon,2.0,SameDay,0
Clothing,20.33,6.0,1.0,Thu,10.0,Expedited,0
Home,130.97,34.0,,Fri,13.0,SameDay,0
Clothing,103.33,38.0,2.0,Sun,10.0,SameDay,1
Clothing,53.78,10.0,3.0,Mon,14.0,Expedited,0
Electronics,194.85,113.0,2.0,Thu,17.0,Expedited,0
Clothing,150.93,84.0,4.0,Sat,,SameDay,1
Home,248.5,20.0,7.0,Sat,17.0,Standard,0
Electronics,123.41,20.0,6.0,Sat,1.0,SameDay,0
Books,343.74,99.0,3.0,Wed,3.0,Standard,1
Toys,455.42,73.0,1.0,Sun,23.0,SameDay,0
Home,249.2,,3.0,Thu,0.0,Standard,0
Clothing,448.37,70.0,,Sun,7.0,SameDay,1
Clothing,483.31,68.0,4.0,Wed,4.0,Standard,1
Home,148.04,45.0,6.0,Thu,4.0,Standard,0
Books,356.15,1.0,4.0,Tue,17.0,SameDay,1
Home,120.2,103.0,6.0,Wed,22.0,Standard,0
Home,414.95,116.0,,Fri,14.0,Standard,1
Toys,14.6,60.0,6.0,Wed,13.0,SameDay,0
Electronics,247.77,109.0,2.0,Sat,6.0,SameDay,0
Home,324.14,95.0,7.0,Tue,1.0,Standard,1
Toys,112.8,56.0,2.0,Tue,18.0,SameDay,0
Books,464.23,13.0,1.0,Wed,,Standard,0
Toys,106.96,116.0,,Fri,5.0,SameDay,0
Electronics,72.08,78.0,1.0,Thu,16.0,SameDay,0
Clothing,225.71,71.0,7.0,Thu,21.0,SameDay,1
Books,228.56,96.0,9.0,Fri,1.0,Standard,0
Clothing,418.06,78.0,8.0,Thu,22.0,Standard,1
Books,423.21,50.0,9.0,Thu,16.0,Standard,1
Books,47.28,82.0,3.0,Tue,16.0,SameDay,0
Toys,301.68,68.0,5.0,Fri,15.0,Expedited,1
Books,295.96,113.0,3.0,Wed,5.0,Expedited,0
Toys,22.63,33.0,8.0,Fri,17.0,SameDay,0
Toys,200.41,116.0,6.0,Sat,15.0,SameDay,0
Clothing,470.93,24.0,8.0,Sat,6.0,SameDay,1
Clothing,185.04,44.0,7.0,Mon,3.0,Standard,0
Toys,37.47,68.0,2.0,Mon,21.0,Standard,0
Electronics,67.35,26.0,6.0,Wed,5.0,SameDay,0
Books,475.39,81.0,2.0,Fri,9.0,SameDay,0
Electronics,206.67,117.0,3.0,Thu,18.0,Standard,0
Books,152.44,108.0,1.0,Tue,6.0,SameDay,0
Home,44.42,45.0,,Fri,0.0,SameDay,0
Clothing,378.79,47.0,,Sun,2.0,Standard,1
Toys,,31.0,7.0,Fri,10.0,SameDay,0
Clothing,483.83,103.0,1.0,Tue,15.0,SameDay,1
Electronics,,15.0,5.0,Fri,21.0,Expedited,0
Home,402.55,15.0,4.0,Mon,2.0,SameDay,1
Toys,53.32,36.0,0.0,Mon,21.0,Expedited,0
Books,469.34,10.0,2.0,Sun,22.0,Expedited,0
Clothing,304.82,24.0,6.0,Mon,7.0,Expedited,1
Toys,392.46,15.0,6.0,Sat,1.0,Expedited,1
Electronics,24.51,69.0,2.0,Sun,1.0,Standard,0
Clothing,316.9,34.0,2.0,Sat,2.0,Standard,0
Electronics,210.74,14.0,9.0,Mon,,Standard,0
Toys,305.32,51.0,8.0,Wed,13.0,Expedited,1
Books,233.14,90.0,0.0,Mon,14.0,SameDay,0
Clothing,290.56,54.0,5.0,Mon,,SameDay,1
Toys,495.81,37.0,2.0,Sun,3.0,SameDay,0
Clothing,406.1,37.0,0.0,Sun,16.0,SameDay,1
Home,366.78,40.0,2.0,Fri,13.0,Standard,0
Toys,300.19,,0.0,Sat,19.0,Expedited,0
Clothing,181.97,5.0,,Thu,1.0,Standard,1
Toys,231.84,28.0,3.0,Sun,20.0,Expedited,0
Toys,350.1,76.0,8.0,Wed,10.0,Expedited,1
Clothing,467.06,3.0,7.0,Thu,18.0,Expedited,1
Clothing,,80.0,6.0,Fri,19.0,Expedited,0
Home,212.37,,8.0,Mon,17.0,SameDay,0
Books,31.15,83.0,0.0,Sun,16.0,SameDay,0
Toys,494.07,69.0,0.0,Wed,10.0,SameDay,0
Home,482.14,65.0,2.0,Wed,6.0,Expedited,0
Electronics,361.59,51.0,5.0,Tue,10.0,Expedited,1
Home,209.69,84.0,1.0,Mon,12.0,Standard,0
Toys,478.62,61.0,2.0,Wed,12.0,Standard,0
Home,487.67,94.0,4.0,Thu,,Standard,1
Home,434.14,106.0,5.0,Sat,1.0,Expedited,1
Home,36.58,3.0,7.0,Wed,0.0,Standard,1
Home,34.58,23.0,6.0,Sun,11.0,SameDay,0
Toys,141.22,15.0,2.0,Mon,11.0,Expedited,0
Books,300.49,48.0,3.0,Sat,23.0,SameDay,1
Clothing,142.15,18.0,7.0,Sun,1.0,SameDay,1
Electronics,56.63,93.0,1.0,Fri,21.0,Expedited,0
Books,438.0,,7.0,Mon,5.0,Standard,1
Clothing,,109.0,2.0,Wed,4.0,Standard,0
Clothing,304.97,,0.0,Sat,15.0,Standard,0
Home,325.81,111.0,3.0,Sat,,Standard,1
Electronics,266.15,39.0,1.0,Sat,20.0,Standard,0
Home,326.53,19.0,1.0,Thu,8.0,Expedited,0
Electronics,269.44,72.0,8.0,Wed,15.0,SameDay,0
Toys,298.82,27.0,9.0,Mon,6.0,Expedited,0
Home,140.21,92.0,4.0,Tue,22.0,Standard,0
Electronics,391.85,74.0,7.0,Sun,16.0,Standard,1
Electronics,,81.0,8.0,Thu,23.0,Expedited,1
Books,467.72,57.0,9.0,Thu,12.0,Expedited,1
Electronics,37.18,15.0,5.0,Sat,5.0,SameDay,0
Books,89.09,76.0,9.0,Thu,16.0,Expedited,0
Electronics,261.57,91.0,5.0,Sun,15.0,SameDay,0
Toys,252.81,47.0,1.0,Mon,21.0,SameDay,0
Home,475.55,73.0,4.0,Sun,18.0,SameDay,1
Home,74.32,25.0,8.0,Sun,8.0,Standard,0
Clothing,282.37,19.0,4.0,Sat,20.0,Expedited,0
Books,71.32,99.0,1.0,Thu,23.0,Expedited,0
Clothing,325.52,,8.0,Tue,4.0,SameDay,1
Toys,441.15,28.0,6.0,Sun,16.0,SameDay,1
Books,227.72,36.0,2.0,Mon,0.0,Standard,0
Electronics,62.95,65.0,9.0,Tue,19.0,Standard,0
Books,211.64,30.0,1.0,Tue,12.0,Expedited,0
Home,467.69,10.0,1.0,Sun,16.0,Standard,0
Toys,114.14,9.0,8.0,Sun,19.0,Standard,0
Clothing,367.28,,9.0,Fri,5.0,Standard,1
Electronics,194.82,90.0,3.0,Tue,0.0,SameDay,0
Toys,487.58,16.0,2.0,Tue,14.0,Standard,0
Home,444.34,60.0,5.0,Fri,19.0,SameDay,1
Clothing,432.43,29.0,5.0,Sun,19.0,SameDay,1
Electronics,274.51,46.0,9.0,Sat,12.0,Expedited,0
Electronics,86.54,42.0,2.0,Fri,8.0,Standard,0
Books,254.71,53.0,9.0,Sun,14.0,Standard,0
Toys,126.94,,8.0,Sun,23.0,Expedited,0
Clothing,274.22,43.0,9.0,Thu,14.0,Standard,0
Home,254.16,112.0,1.0,Mon,19.0,Standard,0
Electronics,80.35,8.0,2.0,Mon,15.0,SameDay,0
Home,438.76,4.0,0.0,Sat,20.0,Standard,0
Clothing,302.83,35.0,4.0,Tue,15.0,Standard,1
Electronics,118.89,79.0,3.0,Mon,3.0,SameDay,0
Clothing,254.93,106.0,4.0,Sat,6.0,SameDay,1
Books,348.14,78.0,1.0,Thu,6.0,SameDay,0
Clothing,152.54,71.0,9.0,Sun,17.0,SameDay,1
Home,393.61,98.0,2.0,Fri,8.0,Standard,0
Electronics,260.54,34.0,5.0,Wed,6.0,SameDay,0
Toys,42.33,40.0,5.0,Mon,,Standard,0
Home,85.86,,1.0,Sun,15.0,Standard,0
Electronics,387.06,55.0,1.0,Mon,13.0,SameDay,0
Electronics,490.72,40.0,1.0,Tue,16.0,SameDay,0
Books,119.09,6.0,8.0,Sat,23.0,SameDay,0
Clothing,339.93,64.0,0.0,Sun,4.0,Standard,0
Toys,430.52,34.0,3.0,Wed,14.0,Expedited,1
Clothing,140.9,79.0,4.0,Wed,0.0,Standard,0
Electronics,210.34,97.0,1.0,Mon,21.0,SameDay,0
Home,119.98,113.0,3.0,Mon,0.0,Standard,0
Clothing,282.26,14.0,6.0,Sat,17.0,SameDay,1
Home,260.98,90.0,5.0,Mon,4.0,Standard,0
Toys,261.65,59.0,7.0,Tue,,Standard,0
Home,5.35,92.0,9.0,Wed,5.0,Expedited,0
Home,406.76,45.0,9.0,Wed,8.0,Standard,1
Books,88.07,72.0,0.0,Tue,,SameDay,0
Home,361.61,,2.0,Thu,3.0,SameDay,0
Books,,10.0,1.0,Fri,19.0,Expedited,0
Books,229.36,95.0,0.0,Mon,16.0,Standard,0
Home,40.51,117.0,4.0,Sun,3.0,Standard,0
Books,39.88,84.0,6.0,Sat,,Standard,0
Clothing,99.68,73.0,5.0,Fri,22.0,Standard,0
Books,276.46,29.0,4.0,Thu,12.0,Standard,0
Toys,445.51,68.0,1.0,Mon,23.0,Standard,0
Electronics,152.64,85.0,9.0,Sat,21.0,Standard,0
Clothing,,46.0,8.0,Thu,10.0,Standard,0
Electronics,38.28,102.0,5.0,Tue,4.0,SameDay,0
Clothing,168.04,1.0,1.0,Thu,0.0,Expedited,0
Books,,,2.0,Wed,1.0,SameDay,0
Clothing,65.04,86.0,5.0,Thu,6.0,SameDay,1
Electronics,283.24,4.0,6.0,Tue,13.0,SameDay,1
Clothing,415.08,89.0,,Thu,6.0,Expedited,1
Toys,,43.0,1.0,Sun,15.0,SameDay,0
Home,358.09,13.0,1.0,Mon,4.0,Expedited,0
Home,179.79,48.0,3.0,Wed,15.0,Standard,0
Home,99.66,40.0,4.0,Thu,3.0,SameDay,0
Toys,236.52,24.0,8.0,Wed,3.0,Standard,0
Home,106.57,69.0,7.0,Thu,18.0,SameDay,0
Home,339.24,69.0,4.0,Wed,1.0,Expedited,1
Books,278.95,49.0,4.0,Fri,11.0,Standard,0
Books,25.34,98.0,2.0,Mon,16.0,Expedited,0
Toys,215.55,50.0,0.0,Fri,16.0,Expedited,0
Books,96.31,52.0,,Mon,17.0,Expedited,0
Electronics,38.31,53.0,4.0,Sun,16.0,SameDay,0
Clothing,435.2,71.0,6.0,Thu,5.0,Expedited,1
Toys,422.72,116.0,7.0,Tue,7.0,SameDay,1
Home,161.24,83.0,3.0,Fri,2.0,SameDay,0
Electronics,135.03,6.0,2.0,Sun,0.0,SameDay,0
Books,336.03,69.0,6.0,Thu,0.0,SameDay,1
Home,195.55,29.0,4.0,Tue,7.0,Standard,0
Home,232.88,,9.0,Tue,7.0,Expedited,0
Electronics,134.71,10.0,2.0,Sun,17.0,Standard,0
Electronics,197.48,24.0,8.0,Mon,22.0,SameDay,0
Toys,85.44,98.0,3.0,Wed,14.0,Expedited,0
Toys,53.51,78.0,6.0,Sat,0.0,Expedited,0
Toys,330.69,80.0,5.0,Thu,3.0,SameDay,1
Clothing,415.95,,1.0,Thu,7.0,Standard,0
Toys,56.18,41.0,0.0,Tue,,SameDay,0
Books,438.3,70.0,2.0,Mon,15.0,SameDay,0
Clothing,193.57,17.0,2.0,Sat,18.0,Standard,0
Electronics,406.31,113.0,0.0,Sat,3.0,Expedited,0
Electronics,138.05,100.0,1.0,Fri,0.0,Standard,0
Home,461.71,94.0,6.0,Tue,9.0,Expedited,1
Home,294.01,50.0,2.0,Fri,11.0,Standard,0
Home,210.35,35.0,3.0,Thu,3.0,SameDay,0
Home,252.65,61.0,1.0,Fri,1.0,Expedited,0
Toys,166.48,23.0,9.0,Mon,12.0,SameDay,0
Books,102.26,25.0,5.0,Mon,1.0,Standard,0
Toys,485.21,115.0,6.0,Tue,15.0,Expedited,1
Electronics,315.0,,,Mon,,Standard,1
Clothing,402.19,88.0,9.0,Thu,7.0,SameDay,1
Home,141.35,52.0,4.0,Wed,10.0,SameDay,0
Books,184.68,73.0,0.0,Wed,,Standard,0
Electronics,6.16,63.0,9.0,Tue,23.0,Expedited,0
Toys,70.93,59.0,6.0,Tue,21.0,Standard,0
Electronics,41.84,19.0,,Wed,10.0,Standard,0
Toys,462.7,32.0,5.0,Tue,7.0,SameDay,1
Home,166.74,33.0,6.0,Tue,23.0,SameDay,0
Electronics,102.26,67.0,5.0,Thu,7.0,Expedited,0
Electronics,492.83,105.0,6.0,Fri,6.0,Expedited,1
Toys,220.85,92.0,3.0,Fri,19.0,Expedited,0
Electronics,287.48,31.0,4.0,Wed,8.0,SameDay,0
Toys,295.75,100.0,4.0,Sat,20.0,SameDay,0
Home,150.21,62.0,1.0,Tue,16.0,SameDay,0
Toys,200.55,38.0,1.0,Fri,13.0,Standard,0
Toys,143.9,91.0,1.0,Sun,20.0,Standard,0
Electronics,103.32,27.0,4.0,Sat,3.0,Standard,0
Home,283.6,19.0,0.0,Fri,8.0,SameDay,0
Home,495.16,114.0,4.0,Mon,19.0,Expedited,1
Books,238.05,51.0,5.0,Mon,4.0,Standard,0
Home,85.99,60.0,0.0,Sun,15.0,Expedited,0
Home,238.0,45.0,6.0,Thu,6.0,Standard,0
Clothing,73.37,21.0,5.0,Thu,1.0,SameDay,1
Home,36.73,66.0,0.0,Thu,21.0,SameDay,0
Clothing,193.67,18.0,7.0,Sun,2.0,SameDay,1
Clothing,403.96,50.0,5.0,Fri,,Expedited,1
Clothing,35.46,39.0,2.0,Wed,17.0,Standard,0
Electronics,382.83,70.0,7.0,Wed,1.0,Standard,1
Clothing,419.55,16.0,0.0,Tue,11.0,SameDay,1
Books,336.23,35.0,4.0,Sun,22.0,Expedited,1
Clothing,292.81,109.0,7.0,Sat,23.0,Expedited,0
Books,340.26,37.0,0.0,Tue,13.0,Standard,0
Electronics,485.62,40.0,3.0,Fri,16.0,Standard,1
Books,128.74,42.0,7.0,Wed,14.0,Expedited,0
Clothing,206.2,5.0,9.0,Fri,4.0,SameDay,1
Books,398.81,113.0,6.0,Mon,23.0,SameDay,1
Electronics,408.95,24.0,6.0,Mon,13.0,Standard,1
Books,341.19,,0.0,Sat,11.0,Standard,0
Electronics,443.76,8.0,6.0,Sun,16.0,Standard,1
Books,261.52,57.0,5.0,Tue,10.0,Expedited,0
Toys,253.34,75.0,9.0,Fri,20.0,SameDay,0
Toys,470.64,87.0,,Thu,5.0,Expedited,1
Toys,244.33,2.0,4.0,Thu,14.0,Standard,1
Home,279.1,36.0,8.0,Sat,22.0,Standard,0
Toys,,112.0,3.0,Tue,1.0,Standard,1
Clothing,48.42,96.0,0.0,Sat,12.0,SameDay,1
Electronics,257.64,2.0,5.0,Tue,4.0,Standard,1
Home,200.43,82.0,0.0,Mon,15.0,SameDay,0
Electronics,453.26,52.0,5.0,Sun,8.0,Standard,1
Toys,258.41,52.0,9.0,Wed,15.0,SameDay,0
Clothing,94.0,55.0,0.0,Mon,,Standard,0
Toys,46.34,1.0,1.0,Tue,6.0,SameDay,0
Toys,387.26,44.0,3.0,Wed,9.0,Standard,1
Clothing,204.25,112.0,1.0,Sat,0.0,SameDay,1
Toys,30.58,28.0,8.0,Sat,21.0,SameDay,0
Home,161.31,94.0,2.0,Sun,18.0,Expedited,0
Toys,456.35,117.0,8.0,Thu,22.0,SameDay,1
Home,223.81,55.0,2.0,Sat,12.0,Standard,0
Books,293.16,101.0,1.0,Sun,13.0,Expedited,0
Home,32.98,39.0,7.0,Thu,6.0,Expedited,0
Electronics,139.33,67.0,9.0,Thu,11.0,Expedited,0
Books,236.54,59.0,7.0,Sun,3.0,Standard,0
Electronics,437.16,90.0,0.0,Mon,22.0,Standard,0
Books,109.81,93.0,0.0,Wed,18.0,SameDay,0
Toys,39.99,,9.0,Wed,,Standard,0
Books,90.55,,,Sat,,Standard,0
Home,32.91,99.0,4.0,Sat,16.0,Standard,0
Books,234.38,62.0,,Wed,14.0,SameDay,0
Clothing,326.68,109.0,1.0,Fri,4.0,Expedited,0
Toys,480.57,101.0,1.0,Mon,22.0,SameDay,0
Books,450.95,12.0,6.0,Mon,21.0,Standard,1
Books,384.59,7.0,,Tue,19.0,SameDay,0
Home,408.9,117.0,2.0,Sat,2.0,Standard,0
Home,320.81,32.0,7.0,Fri,20.0,Standard,1
Books,271.8,21.0,6.0,Wed,8.0,SameDay,0
Electronics,443.19,35.0,5.0,Thu,10.0,Standard,1
Toys,342.68,54.0,7.0,Wed,1.0,Standard,1
Books,172.19,46.0,2.0,Sun,0.0,Expedited,0
Home,378.94,10.0,1.0,Sat,14.0,Expedited,0
Toys,225.13,53.0,1.0,Tue,10.0,SameDay,0
Home,323.17,40.0,6.0,Thu,22.0,SameDay,1
Clothing,256.93,1.0,2.0,Thu,20.0,SameDay,1
Books,49.91,78.0,2.0,Tue,12.0,Standard,0
Books,119.39,33.0,4.0,Wed,12.0,SameDay,0
Clothing,369.28,5.0,1.0,Tue,23.0,Expedited,0
Clothing,186.53,65.0,4.0,Thu,18.0,Expedited,0
Electronics,108.07,91.0,6.0,Fri,22.0,Standard,0
Toys,258.81,34.0,6.0,Fri,16.0,Expedited,0
Home,407.14,97.0,6.0,Tue,8.0,Standard,1
Electronics,448.8,78.0,,Sat,12.0,Standard,1
Home,444.28,51.0,7.0,Sat,4.0,Standard,1
Toys,497.81,60.0,5.0,Tue,20.0,Expedited,1
Home,108.6,94.0,8.0,Wed,12.0,Expedited,0
Books,465.68,65.0,6.0,Sun,,Standard,1
Books,257.73,57.0,7.0,Fri,6.0,Expedited,0
Toys,222.32,30.0,5.0,Sat,4.0,Expedited,0
Clothing,252.31,1.0,2.0,Sun,20.0,Expedited,1
Electronics,95.99,108.0,4.0,Sat,4.0,Standard,0
Toys,111.55,46.0,4.0,Fri,,Standard,0
Toys,231.81,45.0,8.0,Sun,20.0,Expedited,0
Electronics,17.09,45.0,3.0,Sat,0.0,Standard,0
Home,478.18,85.0,7.0,Fri,20.0,Expedited,1
Toys,233.03,81.0,,Thu,15.0,Expedited,0
Books,362.81,95.0,2.0,Sat,6.0,Standard,0
Books,219.85,24.0,6.0,Mon,19.0,Standard,0
Clothing,313.26,51.0,2.0,Mon,13.0,Standard,0
Toys,113.56,44.0,6.0,Sat,1.0,Standard,0
Toys,7.07,24.0,1.0,Thu,20.0,Standard,0
Books,53.32,91.0,6.0,Thu,23.0,Expedited,0
Electronics,440.92,8.0,4.0,Sun,20.0,SameDay,1
Toys,143.91,102.0,4.0,Mon,8.0,Standard,0
Clothing,270.09,85.0,2.0,Sun,13.0,Standard,0
Home,485.06,67.0,3.0,Wed,,Expedited,1
Home,285.04,74.0,8.0,Tue,2.0,SameDay,0
Books,79.55,46.0,4.0,Sat,15.0,SameDay,0
Toys,150.88,41.0,2.0,Sat,20.0,Standard,0
Toys,82.4,1.0,0.0,Fri,12.0,SameDay,0
Books,117.68,45.0,9.0,Mon,1.0,Expedited,0
Home,456.11,47.0,9.0,Mon,12.0,SameDay,1
Toys,167.49,,9.0,Sun,17.0,SameDay,0
Clothing,425.48,22.0,,Sun,,SameDay,1
Clothing,448.64,62.0,0.0,Thu,17.0,Standard,0
Electronics,435.66,42.0,5.0,Tue,19.0,SameDay,1
Toys,27.21,39.0,8.0,Tue,,Standard,0
Clothing,215.63,115.0,6.0,Tue,21.0,Expedited,0
Toys,317.16,81.0,2.0,Wed,9.0,Expedited,0
Clothing,420.35,64.0,1.0,Mon,6.0,Standard,0
Electronics,488.36,,9.0,Fri,6.0,Standard,1
Home,362.42,60.0,9.0,Tue,4.0,Expedited,1
Books,39.15,9.0,3.0,Sat,,Standard,0
Books,178.73,108.0,0.0,Mon,8.0,Expedited,0
Home,152.84,40.0,0.0,Wed,20.0,Expedited,0
Electronics,172.91,68.0,1.0,Thu,9.0,SameDay,0
Electronics,47.17,26.0,,Thu,8.0,Standard,0
Clothing,222.86,,2.0,Fri,4.0,Standard,0
Books,477.05,105.0,3.0,Tue,21.0,SameDay,1
Home,16.14,6.0,9.0,Fri,23.0,Standard,0
Home,187.02,9.0,6.0,Tue,6.0,Expedited,0
Toys,393.28,105.0,4.0,Tue,1.0,Standard,1
Electronics,438.13,53.0,0.0,Mon,16.0,Standard,0
Toys,493.16,114.0,9.0,Tue,13.0,Expedited,1
Books,495.85,23.0,4.0,Thu,13.0,Standard,1
Electronics,260.97,27.0,2.0,Sat,11.0,Standard,0
Toys,43.88,88.0,7.0,Mon,16.0,SameDay,0
Home,483.53,54.0,5.0,Thu,11.0,SameDay,1
Home,62.0,,5.0,Thu,12.0,SameDay,0
Toys,264.03,51.0,0.0,Fri,21.0,Expedited,0
Electronics,388.88,24.0,2.0,Tue,22.0,Standard,0
Clothing,253.21,48.0,,Mon,5.0,Standard,0
Electronics,181.71,,1.0,Thu,8.0,Standard,0
Books,51.9,75.0,7.0,Mon,,SameDay,0
Home,,36.0,1.0,Fri,22.0,SameDay,0
Home,161.19,118.0,5.0,Sat,9.0,Standard,0
Electronics,44.9,75.0,9.0,Thu,20.0,Expedited,0
Electronics,239.85,38.0,1.0,Mon,13.0,Standard,0
Books,300.25,21.0,0.0,Sun,2.0,Standard,0
Books,489.04,20.0,5.0,Thu,,SameDay,1
Toys,409.31,64.0,7.0,Fri,19.0,Standard,1
Toys,186.8,64.0,8.0,Sat,,SameDay,0
Electronics,445.4,9.0,0.0,Sun,13.0,SameDay,0
Clothing,462.0,26.0,3.0,Sun,9.0,Standard,1
Clothing,245.22,54.0,5.0,Mon,5.0,Standard,0
Books,,74.0,4.0,Sun,23.0,Expedited,0
Electronics,227.18,12.0,1.0,Wed,18.0,Standard,0
Books,50.11,84.0,1.0,Sun,14.0,SameDay,0
Clothing,352.8,42.0,2.0,Tue,9.0,Expedited,0
Home,11.77,26.0,4.0,Sun,6.0,SameDay,0
Clothing,494.66,19.0,4.0,Tue,,Standard,1
Clothing,137.75,13.0,8.0,Mon,20.0,Standard,0
Books,62.58,66.0,6.0,Tue,2.0,Expedited,0
Electronics,206.29,,2.0,Fri,11.0,SameDay,0
Home,167.3,91.0,,Fri,21.0,SameDay,0
Home,44.63,30.0,2.0,Sun,18.0,Standard,0
Home,387.4,,7.0,Tue,20.0,SameDay,1
Books,227.54,27.0,7.0,Wed,4.0,SameDay,0
Books,464.76,10.0,7.0,Tue,10.0,SameDay,1
Electronics,43.96,79.0,6.0,Mon,4.0,Standard,0
Electronics,64.28,115.0,8.0,Wed,2.0,SameDay,0
Clothing,496.09,15.0,8.0,Fri,16.0,Expedited,1
Clothing,440.05,60.0,6.0,Fri,9.0,SameDay,1
Home,261.78,4.0,4.0,Wed,7.0,Expedited,1
Clothing,67.83,20.0,4.0,Tue,17.0,Standard,0
Electronics,467.14,82.0,3.0,Fri,17.0,Standard,1
Books,63.64,114.0,9.0,Fri,21.0,Expedited,0
Electronics,224.67,70.0,6.0,Tue,7.0,SameDay,0
Electronics,244.69,82.0,0.0,Tue,,Standard,0
Home,191.03,110.0,4.0,Thu,11.0,Standard,0
Clothing,82.07,66.0,9.0,Mon,20.0,SameDay,1
Books,51.91,67.0,3.0,Thu,12.0,SameDay,0
Home,166.84,14.0,3.0,Wed,20.0,SameDay,0
Toys,411.19,38.0,1.0,Tue,,Standard,0
Toys,7.65,72.0,0.0,Fri,22.0,SameDay,0
Books,252.02,91.0,9.0,Thu,8.0,SameDay,0
Books,,51.0,9.0,Fri,1.0,SameDay,0
Home,147.19,26.0,6.0,Tue,7.0,Standard,0
Books,40.92,76.0,9.0,Fri,9.0,SameDay,0
Toys,493.61,22.0,6.0,Sun,16.0,Expedited,1
Toys,,9.0,2.0,Mon,6.0,Standard,0
Clothing,197.32,20.0,2.0,Thu,13.0,SameDay,1
Clothing,175.27,64.0,1.0,Fri,0.0,Standard,0
Home,310.77,114.0,7.0,Thu,14.0,SameDay,1
Electronics,113.76,20.0,5.0,Wed,18.0,SameDay,0
Books,490.1,110.0,5.0,Mon,,Expedited,1
Toys,241.87,44.0,6.0,Wed,20.0,Expedited,0
Electronics,254.85,58.0,,Mon,3.0,SameDay,0
Electronics,130.48,118.0,4.0,Mon,14.0,SameDay,0
Electronics,,38.0,8.0,Mon,15.0,Standard,0
Clothing,474.75,51.0,4.0,Mon,10.0,Expedited,1
Toys,158.57,68.0,0.0,Sat,0.0,SameDay,0
Home,432.86,105.0,8.0,Thu,9.0,Standard,1
Books,203.48,51.0,0.0,Mon,19.0,Standard,0
Electronics,17.55,48.0,1.0,Wed,18.0,Standard,0
Home,401.91,88.0,9.0,Sat,15.0,Standard,1
Home,435.06,51.0,5.0,Sun,,Expedited,1
Books,435.75,79.0,,Tue,1.0,SameDay,0
Toys,322.3,69.0,4.0,Sat,8.0,Standard,1
Books,371.04,6.0,7.0,Sat,22.0,Standard,1
Electronics,494.19,50.0,3.0,Sun,3.0,Standard,1
Electronics,161.65,117.0,5.0,Wed,19.0,Expedited,0
Electronics,163.86,6.0,,Thu,17.0,SameDay,0
Books,53.99,44.0,2.0,Thu,4.0,Standard,0
Books,252.79,91.0,6.0,Fri,18.0,Standard,0
Electronics,132.68,53.0,2.0,Tue,1.0,SameDay,0
Home,155.53,84.0,3.0,Thu,3.0,Standard,0
Toys,208.21,,2.0,Thu,1.0,Expedited,0
